academicfield:news	academic_program_at_university	university:college
chemical:soot	chemical_is_type_of_chemical	chemical:carbon
chemical:greenhouse_gases	chemical_is_type_of_chemical	chemical:air_pollutants
chemical:dioxide	chemical_is_type_of_chemical	visualizablething:water_vapour
chemical:silver	chemical_is_type_of_chemical	chemical:water
chemical:oxides	chemical_is_type_of_chemical	chemical:pollutants
chemical:atoms	chemical_is_type_of_chemical	chemical:sulfur
chemical:platinum	chemical_is_type_of_chemical	chemical:minerals
chemical:water	chemical_is_type_of_chemical	chemical:chemical_compound
chemical:carbon	chemical_is_type_of_chemical	chemical:combustion_byproducts
chemical:carbon	chemical_is_type_of_chemical	chemical:bromine
chemical:carbon	chemical_is_type_of_chemical	chemical:vapors
chemical:water	chemical_is_type_of_chemical	chemical:detergents
chemical:chlorine	chemical_is_type_of_chemical	chemical:pollutants
chemical:hydrogen	chemical_is_type_of_chemical	chemical:methane
chemical:volatile_organic_compounds	chemical_is_type_of_chemical	chemical:emissions
chemical:water	chemical_is_type_of_chemical	chemical:harmful_pollutants
chemical:pesticides	chemical_is_type_of_chemical	chemical:carbon
chemical:water	chemical_is_type_of_chemical	chemical:aerosols
chemical:particulates	chemical_is_type_of_chemical	chemical:fuels
chemical:harmful_substances	chemical_is_type_of_chemical	chemical:carbon
chemical:dioxide	chemical_is_type_of_chemical	chemical:important_greenhouse_gases
chemical:sulfur_dioxide	chemical_is_type_of_chemical	chemical:pollutants
chemical:metals	chemical_is_type_of_chemical	chemical:carbon
chemical:carbon	chemical_is_type_of_chemical	chemical:diesel
chemical:dioxide	chemical_is_type_of_chemical	chemical:industries
chemical:gas_emissions	chemical_is_type_of_chemical	chemical:fuels
chemical:acid_rain	chemical_is_type_of_chemical	chemical:emissions
chemical:waste_materials	chemical_is_type_of_chemical	chemical:carbon
chemical:criteria_pollutants	chemical_is_type_of_chemical	chemical:pollutants
chemical:sulfur	chemical_is_type_of_chemical	chemical:particulates
chemical:organic_acids	chemical_is_type_of_chemical	chemical:carbon
chemical:metals	chemical_is_type_of_chemical	chemical:pollutants
chemical:dust	chemical_is_type_of_chemical	chemical:pollutants
chemical:dioxide	chemical_is_type_of_chemical	chemical:oxides
chemical:water	chemical_is_type_of_chemical	chemical:silicates
chemical:dioxide	chemical_is_type_of_chemical	visualizablething:malt
chemical:carbon	chemical_is_type_of_chemical	chemical:waste_products
chemical:carbonic_acid	chemical_is_type_of_chemical	chemical:carbon
chemical:flouride	chemical_is_type_of_chemical	chemical:water
chemical:silicon	chemical_is_type_of_chemical	chemical:silicates
chemical:dioxide	chemical_is_type_of_chemical	chemical:animals
chemical:dioxide	chemical_is_type_of_chemical	chemical:bodies
chemical:oxygen	chemical_is_type_of_chemical	chemical:molecules
chemical:sugars	chemical_is_type_of_chemical	chemical:carbon
chemical:oxide_emissions	chemical_is_type_of_chemical	chemical:carbon
chemical:nitric_acid	chemical_is_type_of_chemical	chemical:nitrogen
visualizablething:alcohols	chemical_is_type_of_chemical	chemical:carbon
chemical:dioxide	chemical_is_type_of_chemical	chemical:power_plants
chemical:gasoline	chemical_is_type_of_chemical	chemical:liquids
chemical:fuels	chemical_is_type_of_chemical	chemical:air_pollutants
chemical:water	chemical_is_type_of_chemical	chemical:inks
chemical:sulfur	chemical_is_type_of_chemical	chemical:hydrogen_chloride
chemical:hydrocarbons	chemical_is_type_of_chemical	chemical:organic_compounds
chemical:carbon	chemical_is_type_of_chemical	chemical:ozone
chemical:chlorine	chemical_is_type_of_chemical	chemical:atoms
chemical:jet_fuel	chemical_is_type_of_chemical	chemical:carbon
chemical:sulfates	chemical_is_type_of_chemical	chemical:pollutants
chemical:particulate_matter	chemical_is_type_of_chemical	chemical:carbon
chemical:molecules	chemical_is_type_of_chemical	chemical:oxygen
chemical:dioxide	chemical_is_type_of_chemical	chemical:diesel_fuel
chemical:pollutants	chemical_is_type_of_chemical	chemical:production
chemical:urea	chemical_is_type_of_chemical	chemical:carbon
chemical:carbon	chemical_is_type_of_chemical	chemical:waste
chemical:byproducts	chemical_is_type_of_chemical	chemical:fuels
chemical:carbon	chemical_is_type_of_chemical	chemical:harmful_emissions
chemical:hydrogen	chemical_is_type_of_chemical	chemical:molecules
chemical:oxide	chemical_is_type_of_chemical	chemical:fuels
chemical:hydrocarbons	chemical_is_type_of_chemical	chemical:carbon
chemical:oxides	chemical_is_type_of_chemical	chemical:oxygen
chemical:heat_trapping_gases	chemical_is_type_of_chemical	chemical:carbon
chemical:diesel_fuel	chemical_is_type_of_chemical	chemical:products
chemical:wastes	chemical_is_type_of_chemical	chemical:carbon
chemical:formaldehyde	chemical_is_type_of_chemical	chemical:products
chemical:hydrogen	chemical_is_type_of_chemical	chemical:organic_compounds
chemical:soda_lime	chemical_is_type_of_chemical	chemical:carbon
chemical:sulphur_dioxide	chemical_is_type_of_chemical	chemical:nitrogen
chemical:greenhouse_gasses	chemical_is_type_of_chemical	chemical:emissions
chemical:water	chemical_is_type_of_chemical	chemical:particulates
chemical:acid_rain	chemical_is_type_of_chemical	chemical:sulfur
chemical:oxides	chemical_is_type_of_chemical	chemical:carbon
chemical:dioxide	chemical_is_type_of_chemical	chemical:bicarbonate
chemical:carbon_monoxide	chemical_is_type_of_chemical	chemical:fumes
chemical:water	chemical_is_type_of_chemical	chemical:liquid
chemical:sulphur_dioxide	chemical_is_type_of_chemical	chemical:emissions
chemical:water	chemical_is_type_of_chemical	chemical:solutions
chemical:water_vapor	chemical_is_type_of_chemical	chemical:emissions
chemical:water	chemical_is_type_of_chemical	chemical:organic_material
chemical:methane	chemical_is_type_of_chemical	chemical:gas_emissions
chemical:molecule	chemical_is_type_of_chemical	chemical:carbon
chemical:greenhouse_gases	chemical_is_type_of_chemical	chemical:emissions
chemical:_	chemical_is_type_of_chemical	chemical:emissions
chemical:carbon	chemical_is_type_of_chemical	chemical:power_plant_emissions
chemical:fuels	chemical_is_type_of_chemical	chemical:greenhouse_gasses
chemical:emissions	chemical_is_type_of_chemical	chemical:issue
chemical:sulfur_dioxide	chemical_is_type_of_chemical	chemical:nitrogen
chemical:sulfur	chemical_is_type_of_chemical	chemical:nitrogen
chemical:buildings	chemical_is_type_of_chemical	chemical:carbon
chemical:ozone	chemical_is_type_of_chemical	chemical:production
chemical:water	chemical_is_type_of_chemical	chemical:methanol
chemical:sulfur	chemical_is_type_of_chemical	chemical:soot
chemical:dioxide	chemical_is_type_of_chemical	chemical:oxygen_gas
chemical:natural_gas	chemical_is_type_of_chemical	chemical:carbon
chemical:hydrogen	chemical_is_type_of_chemical	chemical:chemical_compound
chemical:carbon	chemical_is_type_of_chemical	chemical:organic_material
chemical:water	chemical_is_type_of_chemical	chemical:formaldehyde
chemical:greenhouse_gasses	chemical_is_type_of_chemical	chemical:pollutants
chemical:methane	chemical_is_type_of_chemical	chemical:molecules
visualizablething:alcohols	chemical_is_type_of_chemical	chemical:solvents
chemical:organic_compound	chemical_is_type_of_chemical	chemical:carbon
chemical:fuels	chemical_is_type_of_chemical	chemical:mercury
chemical:carbon_dioxide_emissions	chemical_is_type_of_chemical	chemical:fuels
chemical:dioxide	chemical_is_type_of_chemical	chemical:urea
chemical:chlorine	chemical_is_type_of_chemical	chemical:metals
chemical:hydrocarbons	chemical_is_type_of_chemical	chemical:emissions
chemical:water	chemical_is_type_of_chemical	chemical:fertilizer
chemical:ethanol	chemical_is_type_of_chemical	chemical:products
chemical:fuels	chemical_is_type_of_chemical	chemical:greenhouse_gas
chemical:dioxide	chemical_is_type_of_chemical	chemical:harmful_emissions
chemical:water	chemical_is_type_of_chemical	chemical:anions
chemical:water	chemical_is_type_of_chemical	chemical:organic_pollutants
chemical:oxides	chemical_is_type_of_chemical	chemical:fumes
chemical:silver	chemical_is_type_of_chemical	chemical:metals
chemical:zinc	chemical_is_type_of_chemical	chemical:products
chemical:nitrogen	chemical_is_type_of_chemical	chemical:volatile_organic_compounds
chemical:volatile_organic_compounds	chemical_is_type_of_chemical	chemical:carbon
chemical:carbon	chemical_is_type_of_chemical	chemical:power_plants
chemical:dioxide	chemical_is_type_of_chemical	chemical:oil
chemical:emissions	chemical_is_type_of_chemical	chemical:production
chemical:emissions	chemical_is_type_of_chemical	chemical:carbon
chemical:carbon	chemical_is_type_of_chemical	chemical:chemical_compounds
chemical:water	chemical_is_type_of_chemical	chemical:sugars
chemical:atoms	chemical_is_type_of_chemical	chemical:hydrogen
chemical:methane	chemical_is_type_of_chemical	chemical:production
chemical:ozone	chemical_is_type_of_chemical	chemical:nitrogen
chemical:methane	chemical_is_type_of_chemical	chemical:greenhouse_gasses
chemical:sulphide	chemical_is_type_of_chemical	chemical:carbon
chemical:noxious_gases	chemical_is_type_of_chemical	chemical:carbon
chemical:water_vapor	chemical_is_type_of_chemical	chemical:carbon
chemical:oxides	chemical_is_type_of_chemical	chemical:methane
chemical:fuels	chemical_is_type_of_chemical	chemical:greenhouse_gas_emissions
chemical:sensor	chemical_is_type_of_chemical	chemical:carbon
chemical:mercury	chemical_is_type_of_chemical	chemical:metals
chemical:carbon	chemical_is_type_of_chemical	chemical:fuels
chemical:carbon	chemical_is_type_of_chemical	chemical:hydrocarbons
chemical:sulfur	chemical_is_type_of_chemical	chemical:water_vapor
chemical:particulate_matter	chemical_is_type_of_chemical	chemical:sulfur
chemical:water	chemical_is_type_of_chemical	chemical:salt
chemical:dioxide	chemical_is_type_of_chemical	chemical:charcoal
chemical:water	chemical_is_type_of_chemical	visualizablething:fertilizers
chemical:dioxide	chemical_is_type_of_chemical	chemical:petroleum
chemical:hydrogen_peroxide	chemical_is_type_of_chemical	chemical:hydrogen
chemical:argon	chemical_is_type_of_chemical	chemical:noble_gases
chemical:greenhouse_gas_emissions	chemical_is_type_of_chemical	chemical:emissions
chemical:platinum	chemical_is_type_of_chemical	chemical:metals
chemical:carbon	chemical_is_type_of_chemical	chemical:nitrogen_oxide_emissions
chemical:fuels	chemical_is_type_of_chemical	chemical:petroleum
chemical:dioxide	chemical_is_type_of_chemical	chemical:fatty_acids
chemical:precipitation	chemical_is_type_of_chemical	chemical:carbon
chemical:dioxide	chemical_is_type_of_chemical	chemical:sugars
chemical:silicon	chemical_is_type_of_chemical	chemical:glass
chemical:pesticides	chemical_is_type_of_chemical	chemical:metals
chemical:water	chemical_is_type_of_chemical	chemical:carbon_compounds
chemical:dioxide	chemical_is_type_of_chemical	chemical:ethanol
chemical:methane	chemical_is_type_of_chemical	chemical:emissions
chemical:nitrogen_oxide	chemical_is_type_of_chemical	chemical:emissions
chemical:particulates	chemical_is_type_of_chemical	chemical:air_pollutants
chemical:methane	chemical_is_type_of_chemical	chemical:greenhouse_gases
chemical:carbon	chemical_is_type_of_chemical	chemical:atoms
chemical:oxides	chemical_is_type_of_chemical	chemical:harmful_emissions
chemical:fertilizer	chemical_is_type_of_chemical	chemical:carbon
chemical:nitrogen	chemical_is_type_of_chemical	chemical:sulfur
chemical:dioxide	chemical_is_type_of_chemical	chemical:greenhouse_gas
chemical:inert_gas	chemical_is_type_of_chemical	chemical:carbon
chemical:sulfur	chemical_is_type_of_chemical	chemical:ammonia
chemical:carbon_monoxide	chemical_is_type_of_chemical	chemical:sulfur
chemical:methane_levels	chemical_is_type_of_chemical	chemical:carbon
chemical:sulfur_dioxide	chemical_is_type_of_chemical	chemical:emissions
chemical:ozone	chemical_is_type_of_chemical	chemical:sulfur
chemical:harmful_emissions	chemical_is_type_of_chemical	chemical:fuels
chemical:hydrogen	chemical_is_type_of_chemical	chemical:acids
chemical:water	chemical_is_type_of_chemical	chemical:baking_soda
chemical:water	chemical_is_type_of_chemical	chemical:antimony
chemical:carbon	chemical_is_type_of_chemical	chemical:carbon_compounds
chemical:carbon	chemical_is_type_of_chemical	chemical:cement
chemical:carbon	chemical_is_type_of_chemical	chemical:acids
chemical:water	chemical_is_type_of_chemical	visualizablething:n50_50_mixture
chemical:diesel	chemical_is_type_of_chemical	chemical:fuels
chemical:dioxide	chemical_is_type_of_chemical	chemical:sulfur
chemical:water	chemical_is_type_of_chemical	chemical:certain_chemicals
chemical:nitrogen_oxides	chemical_is_type_of_chemical	chemical:pollutants
chemical:propane	chemical_is_type_of_chemical	chemical:hydrocarbons
chemical:water	chemical_is_type_of_chemical	chemical:various_pollutants
chemical:dioxide	chemical_is_type_of_chemical	chemical:decomposition
chemical:water	chemical_is_type_of_chemical	chemical:zinc
chemical:urea	chemical_is_type_of_chemical	chemical:waste_products
chemical:water	chemical_is_type_of_chemical	chemical:hydroxide
chemical:hydrogen	chemical_is_type_of_chemical	chemical:emissions
chemical:water	chemical_is_type_of_chemical	chemical:saline
chemical:dioxide	chemical_is_type_of_chemical	visualizablething:lime
chemical:ether	chemical_is_type_of_chemical	chemical:carbon
chemical:nitrogen	chemical_is_type_of_chemical	chemical:pollutants
chemical:carbon	chemical_is_type_of_chemical	chemical:production
chemical:production	chemical_is_type_of_chemical	chemical:carbon
chemical:oxide	chemical_is_type_of_chemical	chemical:hydrogen
chemical:carbon	chemical_is_type_of_chemical	chemical:sulphide
chemical:carbon	chemical_is_type_of_chemical	chemical:pollutants
chemical:water	chemical_is_type_of_chemical	chemical:oxygen_gas
chemical:nitrogen_oxides	chemical_is_type_of_chemical	chemical:carbon
chemical:dioxide	chemical_is_type_of_chemical	chemical:baking_soda
chemical:carbon	chemical_is_type_of_chemical	chemical:trace_gases
chemical:dioxide	chemical_is_type_of_chemical	chemical:waste
chemical:sulfur	chemical_is_type_of_chemical	chemical:organic_compounds
chemical:organic_compounds	chemical_is_type_of_chemical	chemical:pollutants
chemical:carbon_monoxide	chemical_is_type_of_chemical	chemical:nitrogen
chemical:molecules	chemical_is_type_of_chemical	chemical:nitrogen
chemical:oil	chemical_is_type_of_chemical	chemical:natural_gas
chemical:chlorine	chemical_is_type_of_chemical	chemical:products
chemical:carbon_emissions	chemical_is_type_of_chemical	chemical:fuels
chemical:phosphate	chemical_is_type_of_chemical	chemical:minerals
chemical:emissions	chemical_is_type_of_chemical	chemical:pollutants
chemical:nitrogen_oxide_emissions	chemical_is_type_of_chemical	chemical:carbon
chemical:green_house_gas	chemical_is_type_of_chemical	chemical:fuels
chemical:matter	chemical_is_type_of_chemical	chemical:fuels
chemical:nitrogen	chemical_is_type_of_chemical	chemical:nitrogen_oxide
chemical:water	chemical_is_type_of_chemical	chemical:fatty_acids
chemical:potassium	chemical_is_type_of_chemical	chemical:minerals
chemical:carbon	chemical_is_type_of_chemical	chemical:sensor
chemical:chlorine	chemical_is_type_of_chemical	chemical:carbon
chemical:sulfuric_acid	chemical_is_type_of_chemical	chemical:sulfur
chemical:nitrogen	chemical_is_type_of_chemical	chemical:greenhouse_gases
chemical:water	chemical_is_type_of_chemical	chemical:phosphate
chemical:sodium_hydroxide	chemical_is_type_of_chemical	chemical:carbon
chemical:dioxide	chemical_is_type_of_chemical	chemical:hydrocarbons
chemical:water	chemical_is_type_of_chemical	chemical:organic_chemicals
chemical:fuels	chemical_is_type_of_chemical	chemical:heat_trapping_gases
chemical:water	chemical_is_type_of_chemical	chemical:ether
chemical:water	chemical_is_type_of_chemical	chemical:greenhouse_gases
chemical:hydrogen	chemical_is_type_of_chemical	chemical:hydrogen_chloride
chemical:carbon	chemical_is_type_of_chemical	chemical:systems
chemical:carbon	chemical_is_type_of_chemical	chemical:acetate
chemical:boron	chemical_is_type_of_chemical	chemical:metals
chemical:natural_gas	chemical_is_type_of_chemical	chemical:oil
chemical:water	chemical_is_type_of_chemical	chemical:silver
chemical:sulfur_dioxide	chemical_is_type_of_chemical	chemical:air_emissions
chemical:water	chemical_is_type_of_chemical	chemical:products
chemical:carbon_emissions	chemical_is_type_of_chemical	chemical:emissions
chemical:organic_compounds	chemical_is_type_of_chemical	chemical:carbon
chemical:steam	chemical_is_type_of_chemical	chemical:hydrogen
chemical:hydrocarbons	chemical_is_type_of_chemical	chemical:nitrogen
chemical:carbon	chemical_is_type_of_chemical	chemical:sulfate
chemical:fuels	chemical_is_type_of_chemical	chemical:carbon_dioxide_emissions
chemical:water	chemical_is_type_of_chemical	chemical:by_products
chemical:water	chemical_is_type_of_chemical	visualizablething:rock_salt
chemical:carbon	chemical_is_type_of_chemical	chemical:carbon_emissions
chemical:limestone	chemical_is_type_of_chemical	chemical:carbon
chemical:hydrogen	chemical_is_type_of_chemical	chemical:water_vapor
chemical:sulfur	chemical_is_type_of_chemical	chemical:oxide_emissions
chemical:carbon	chemical_is_type_of_chemical	chemical:organic_compounds
chemical:carbon	chemical_is_type_of_chemical	chemical:power_plant
chemical:oxide	chemical_is_type_of_chemical	chemical:sulfur
chemical:water	chemical_is_type_of_chemical	chemical:nickel
chemical:products	chemical_is_type_of_chemical	chemical:carbon
drug:calcium_carbonate	chemical_is_type_of_chemical	chemical:carbon
chemical:urea	chemical_is_type_of_chemical	chemical:wastes
chemical:carbon	chemical_is_type_of_chemical	chemical:inert_gas
chemical:oxide	chemical_is_type_of_chemical	chemical:carbon
chemical:water	chemical_is_type_of_chemical	chemical:inorganic_chemicals
chemical:water	chemical_is_type_of_chemical	chemical:plutonium
chemical:water	chemical_is_type_of_chemical	drug:nicotine
chemical:carbon	chemical_is_type_of_chemical	chemical:oxide
chemical:carbon	chemical_is_type_of_chemical	chemical:liquid
chemical:dioxide	chemical_is_type_of_chemical	chemical:propane
chemical:oxygen	chemical_is_type_of_chemical	chemical:atoms
chemical:water	chemical_is_type_of_chemical	chemical:polymers
chemical:trace_gases	chemical_is_type_of_chemical	chemical:carbon
chemical:carbon	chemical_is_type_of_chemical	chemical:end_products
chemical:carbon	chemical_is_type_of_chemical	chemical:heat_trapping_gases
chemical:carbon	chemical_is_type_of_chemical	chemical:lungs
chemical:dioxin	chemical_is_type_of_chemical	chemical:pollutants
chemical:carbon	chemical_is_type_of_chemical	chemical:soda_lime
chemical:jet_fuel	chemical_is_type_of_chemical	chemical:products
chemical:water	chemical_is_type_of_chemical	chemical:ash
chemical:organic_chemicals	chemical_is_type_of_chemical	chemical:carbon
chemical:greenhouse_effect	chemical_is_type_of_chemical	chemical:carbon
chemical:water	chemical_is_type_of_chemical	chemical:trichloroethylene
chemical:nitrogen	chemical_is_type_of_chemical	chemical:particulate_matter
chemical:carbon	chemical_is_type_of_chemical	chemical:jet_fuel
chemical:fuels	chemical_is_type_of_chemical	chemical:byproducts
chemical:hydrogen	chemical_is_type_of_chemical	chemical:oxygen
chemical:carbon	chemical_is_type_of_chemical	chemical:analysis
chemical:pollutants	chemical_is_type_of_chemical	chemical:fuels
chemical:dioxide	chemical_is_type_of_chemical	chemical:organic_molecules
chemical:hydrocarbons	chemical_is_type_of_chemical	chemical:molecules
chemical:dioxide	chemical_is_type_of_chemical	chemical:methanol
chemical:sulphur_dioxide	chemical_is_type_of_chemical	chemical:carbon
chemical:water	chemical_is_type_of_chemical	chemical:silica
chemical:carbon	chemical_is_type_of_chemical	chemical:pressure
chemical:water	chemical_is_type_of_chemical	chemical:tritium
chemical:hydrocarbons	chemical_is_type_of_chemical	chemical:fuels
chemical:hydrogen	chemical_is_type_of_chemical	chemical:sulfuric_acid
chemical:dioxide	chemical_is_type_of_chemical	chemical:solvents
chemical:air_pollutants	chemical_is_type_of_chemical	chemical:emissions
chemical:sulfur_dioxide	chemical_is_type_of_chemical	chemical:fuel_combustion
chemical:water	chemical_is_type_of_chemical	chemical:oxygen_content
chemical:hydrocarbon	chemical_is_type_of_chemical	chemical:emissions
chemical:flue_gas	chemical_is_type_of_chemical	chemical:carbon
chemical:biodiesel	chemical_is_type_of_chemical	chemical:fuels
visualizablething:salts	chemical_is_type_of_chemical	chemical:carbon
chemical:nitrogen	chemical_is_type_of_chemical	chemical:moisture
chemical:water	chemical_is_type_of_chemical	item:bleach
chemical:water	chemical_is_type_of_chemical	chemical:harmful_substances
chemical:water	chemical_is_type_of_chemical	chemical:alum
chemical:particulate_matter	chemical_is_type_of_chemical	chemical:pollutants
chemical:emissions	chemical_is_type_of_chemical	product:study
chemical:combustion_byproducts	chemical_is_type_of_chemical	chemical:carbon
chemical:carbon	chemical_is_type_of_chemical	chemical:water_vapor
chemical:oxides	chemical_is_type_of_chemical	chemical:nitrogen
chemical:fuels	chemical_is_type_of_chemical	chemical:pollutant
chemical:moisture	chemical_is_type_of_chemical	chemical:carbon
chemical:dioxide	chemical_is_type_of_chemical	chemical:flour
chemical:ozone	chemical_is_type_of_chemical	chemical:greenhouse_gases
chemical:water	chemical_is_type_of_chemical	chemical:composition
chemical:analysis	chemical_is_type_of_chemical	chemical:carbon
chemical:dioxide	chemical_is_type_of_chemical	chemical:waste_products
chemical:dioxide	chemical_is_type_of_chemical	chemical:polymers
chemical:hydrocarbons	chemical_is_type_of_chemical	chemical:carbon_monoxide
chemical:nitrogen	chemical_is_type_of_chemical	chemical:hydrogen_chloride
chemical:carbon	chemical_is_type_of_chemical	chemical:products
chemical:carbon	chemical_is_type_of_chemical	chemical:matter
chemical:platinum	chemical_is_type_of_chemical	chemical:carbon
chemical:end_products	chemical_is_type_of_chemical	chemical:carbon
chemical:water	chemical_is_type_of_chemical	chemical:dioxide
chemical:water	chemical_is_type_of_chemical	visualizablething:alcohols
chemical:air_emissions	chemical_is_type_of_chemical	chemical:fuels
chemical:sulfates	chemical_is_type_of_chemical	chemical:sulfur
chemical:sulfur	chemical_is_type_of_chemical	chemical:power_plants
chemical:water	chemical_is_type_of_chemical	chemical:sulphate
chemical:ammonia	chemical_is_type_of_chemical	chemical:molecules
chemical:fuels	chemical_is_type_of_chemical	chemical:nitrogen_oxides
chemical:water	chemical_is_type_of_chemical	visualizablething:lipids
chemical:carbon_compounds	chemical_is_type_of_chemical	chemical:carbon
chemical:oxides	chemical_is_type_of_chemical	chemical:hydrogen
chemical:sulfur	chemical_is_type_of_chemical	chemical:nitrogen_oxides
chemical:dioxide	chemical_is_type_of_chemical	chemical:organic_compounds
chemical:oxides	chemical_is_type_of_chemical	chemical:emissions
chemical:nickel	chemical_is_type_of_chemical	chemical:metals
chemical:water_vapor	chemical_is_type_of_chemical	chemical:sulfur
chemical:hydrogen_chloride	chemical_is_type_of_chemical	chemical:sulfur
chemical:water	chemical_is_type_of_chemical	chemical:hazardous_chemicals
chemical:heat_trapping_gases	chemical_is_type_of_chemical	chemical:fuels
chemical:sulfur	chemical_is_type_of_chemical	chemical:atoms
chemical:dioxide	chemical_is_type_of_chemical	chemical:acid_gases
chemical:greenhouse_gas_emissions	chemical_is_type_of_chemical	chemical:pollutants
chemical:organic_compound	chemical_is_type_of_chemical	chemical:emissions
chemical:acid_rain	chemical_is_type_of_chemical	chemical:pollutants
chemical:carbon	chemical_is_type_of_chemical	chemical:organic_matter
chemical:oxide	chemical_is_type_of_chemical	chemical:nitrogen
chemical:hydrogen_chloride	chemical_is_type_of_chemical	chemical:nitrogen
chemical:dioxide	chemical_is_type_of_chemical	chemical:criteria_pollutants
chemical:diesel_exhaust	chemical_is_type_of_chemical	chemical:carbon
chemical:dioxide	chemical_is_type_of_chemical	chemical:greenhouse_gas_emissions
chemical:soot	chemical_is_type_of_chemical	chemical:emissions
chemical:water	chemical_is_type_of_chemical	chemical:pressure
chemical:oxides	chemical_is_type_of_chemical	chemical:sulfur
chemical:nitrogen	chemical_is_type_of_chemical	chemical:dioxide
chemical:methanol	chemical_is_type_of_chemical	chemical:fuels
chemical:dioxide	chemical_is_type_of_chemical	chemical:carbonic_acid
chemical:water	chemical_is_type_of_chemical	chemical:harmful_chemicals
chemical:organic_acid	chemical_is_type_of_chemical	chemical:carbon
chemical:barium	chemical_is_type_of_chemical	chemical:metals
chemical:water	chemical_is_type_of_chemical	chemical:nitrogen_compounds
chemical:particulates	chemical_is_type_of_chemical	chemical:pollutants
chemical:dioxide	chemical_is_type_of_chemical	drug:calcium_carbonate
chemical:carbon	chemical_is_type_of_chemical	chemical:metals
chemical:acid_rain	chemical_is_type_of_chemical	chemical:fuels
chemical:sulfur	chemical_is_type_of_chemical	chemical:fuels
chemical:gasoline	chemical_is_type_of_chemical	chemical:fuels
chemical:dioxide	chemical_is_type_of_chemical	chemical:preservatives
chemical:fluorine	chemical_is_type_of_chemical	chemical:water
chemical:water	chemical_is_type_of_chemical	chemical:oxides
chemical:water	chemical_is_type_of_chemical	chemical:fumes
chemical:dioxide	chemical_is_type_of_chemical	chemical:matter
chemical:solvents	chemical_is_type_of_chemical	chemical:carbon
chemical:water	chemical_is_type_of_chemical	chemical:emissions
chemical:organic_molecules	chemical_is_type_of_chemical	chemical:carbon
chemical:formaldehyde	chemical_is_type_of_chemical	chemical:fumes
chemical:carbon	chemical_is_type_of_chemical	chemical:biodiesel
chemical:hydrocarbons	chemical_is_type_of_chemical	chemical:pollutants
chemical:greenhouse_gases	chemical_is_type_of_chemical	chemical:pollutants
chemical:sulfur	chemical_is_type_of_chemical	chemical:greenhouse_gases
chemical:production	chemical_is_type_of_chemical	chemical:natural_gas
chemical:hydrogen	chemical_is_type_of_chemical	chemical:nitrogen
chemical:ammonia	chemical_is_type_of_chemical	chemical:emissions
chemical:carbon	chemical_is_type_of_chemical	chemical:combustion_by_products
chemical:nitrogen_oxide	chemical_is_type_of_chemical	chemical:pollutants
chemical:carbon	chemical_is_type_of_chemical	chemical:glass
chemical:sulfur	chemical_is_type_of_chemical	chemical:fumes
chemical:silver	chemical_is_type_of_chemical	chemical:minerals
chemical:carbon	chemical_is_type_of_chemical	chemical:pesticides
chemical:water	chemical_is_type_of_chemical	chemical:reagents
chemical:dioxide	chemical_is_type_of_chemical	chemical:sulfur_compounds
chemical:hydrogen	chemical_is_type_of_chemical	chemical:atoms
chemical:organic_compounds	chemical_is_type_of_chemical	chemical:emissions
chemical:water	chemical_is_type_of_chemical	chemical:wastes
chemical:sulfur	chemical_is_type_of_chemical	chemical:oxides
chemical:carbon	chemical_is_type_of_chemical	chemical:fuel_plants
chemical:carbon	chemical_is_type_of_chemical	chemical:plastics
chemical:hydrogen	chemical_is_type_of_chemical	chemical:analysis
chemical:fuels	chemical_is_type_of_chemical	chemical:gas_emissions
chemical:dioxide	chemical_is_type_of_chemical	chemical:carbonate
chemical:carbon	chemical_is_type_of_chemical	chemical:sulphuric_acid
chemical:emissions	chemical_is_type_of_chemical	chemical:fuels
chemical:carbon	chemical_is_type_of_chemical	chemical:methane_levels
chemical:glass	chemical_is_type_of_chemical	chemical:silicon
chemical:matter	chemical_is_type_of_chemical	chemical:emissions
chemical:hydrogen	chemical_is_type_of_chemical	chemical:nitrogen_oxides
chemical:water	chemical_is_type_of_chemical	chemical:oxide
chemical:carbon	chemical_is_type_of_chemical	chemical:methylene_chloride
chemical:dioxide	chemical_is_type_of_chemical	chemical:nitrogen_oxide
chemical:fuels	chemical_is_type_of_chemical	chemical:nitrogen
chemical:absorbents	chemical_is_type_of_chemical	chemical:carbon
chemical:greenhouse_gas	chemical_is_type_of_chemical	chemical:pollutants
chemical:dioxide	chemical_is_type_of_chemical	chemical:oxygen_molecules
chemical:nitrogen	chemical_is_type_of_chemical	chemical:particulates
chemical:particulate_matter	chemical_is_type_of_chemical	chemical:air_pollutants
chemical:carbon	chemical_is_type_of_chemical	chemical:carbon_dioxide_emissions
chemical:carbon	chemical_is_type_of_chemical	chemical:greenhouses_gases
chemical:water	chemical_is_type_of_chemical	drug:selenium
chemical:matter	chemical_is_type_of_chemical	chemical:carbon
chemical:nitrogen	chemical_is_type_of_chemical	chemical:oxide
chemical:dioxide	chemical_is_type_of_chemical	chemical:simple_compounds
chemical:water	chemical_is_type_of_chemical	chemical:trace
chemical:dioxide	chemical_is_type_of_chemical	chemical:air_pollutants
chemical:carbon	chemical_is_type_of_chemical	chemical:pollutant
chemical:carbon	chemical_is_type_of_chemical	chemical:carbon_monoxide_levels
chemical:carbon	chemical_is_type_of_chemical	chemical:molecule
